transaction_id,customer_name,customer_email,product_name,category,quantity,unit_price,total_amount,discount_pct,order_date,region,sales_rep,status,phone_number,rating,customer_email_valid_flag,quantity_negative_flag,unit_price_negative_flag,total_amount_negative_flag,order_date_valid_flag,quantity_valid_flag,discount_pct_valid_flag,rating_valid_flag,total_amount_source
TXN0088,,,Tablet,ELECTRONICS,11.0,3725.05,30321.907,26.0,2024-06-21,SOUTH, Bob,PENDING,72399361da6a7754fec986dca5b7cbaf1c810a28ded4abaf56b2106d06cb78b0,2.0,1,0,0,0,1,1,1,1,43338.55
TXN0089,6cea57c2fb6cbc2a40411135005760f241fffc3e5e67ab99882726431037f908,,Shoes,ELECTRONICS,7.0,470.33,2172.9246,34.0,,WEST,Charlie,COMPLETED,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,4.0,1,0,0,0,0,1,1,1,35796.13
TXN0090,,,Shoes,ELECTRONICS,13.0,1439.44,16280.0664,13.0,2024-10-11,WEST, Bob,COMPLETED,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,3.0,1,0,0,0,1,1,1,1,42931.86
TXN0091,2c1ac45af7793feef16c32c014f47479060ccb5c209512db5a7f123145516293,,,ELECTRONICS,12.0,445.74,2727.9288,49.0,2024-09-02,WEST,Charlie,COMPLETED,,4.0,0,0,0,0,1,1,1,1,41979.52
TXN0092,7f319e7a2a24c195dde8670307d28e8fa3dbc756cf225098aff4becaf74ee5ea,5c6551e24bfb8c3a542db4e4d1bf4906288b558766e29233cf18ea022499060d,,ELECTRONICS,5.0,1926.86,5780.58,40.0,2024-07-11,SOUTH,alice,COMPLETED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,1.0,1,1,0,0,1,1,1,1,45966.29
TXN0093,,,Tablet,ELECTRONICS,15.0,0.0,0.0,33.0,2024-07-14,NORTH,CHARLIE,COMPLETED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,2.0,0,0,0,0,1,1,1,1,13450.26
TXN0094,371ce02ae5647e65e3cf624b1ef05aa2717a20b51a3b0654d198355605d23d98,,T-Shirt,CLOTHING,16.0,3024.74,29037.504,40.0,2024-12-28,SOUTH,alice,CANCELLED,72399361da6a7754fec986dca5b7cbaf1c810a28ded4abaf56b2106d06cb78b0,1.0,1,0,0,0,1,1,1,1,22375.54
TXN0095,,,,ELECTRONICS,999.0,960.89,883134.7812,8.0,2024-06-23,WEST, Bob,COMPLETED,72399361da6a7754fec986dca5b7cbaf1c810a28ded4abaf56b2106d06cb78b0,3.0,1,0,0,0,1,1,1,1,30361.17
TXN0096,,,T-Shirt,CLOTHING,6.0,0.0,0.0,7.0,2024-06-14,NORTH,Bob,PENDING,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,5.0,0,0,0,0,1,1,1,1,2344.63
TXN0097,7f319e7a2a24c195dde8670307d28e8fa3dbc756cf225098aff4becaf74ee5ea,,laptop,ELECTRONICS,19.0,3806.36,53517.4216,26.0,2024-04-29,SOUTH, Bob,COMPLETED,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,2.0,0,0,0,1,1,1,1,1,999.0
TXN0098,2c1ac45af7793feef16c32c014f47479060ccb5c209512db5a7f123145516293,,,FOOD,3.0,3104.85,0.0,100.0,2024-03-24,EAST,CHARLIE,CANCELLED,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,3.0,0,0,0,0,1,1,0,1,33032.79
TXN0099,371ce02ae5647e65e3cf624b1ef05aa2717a20b51a3b0654d198355605d23d98,ab6c7131eea2f69c58dab4317ba113417172c86d1e959350812f1ca0b4f268a6,Headphones,ELECTRONICS,11.0,3191.15,21763.643,38.0,,SOUTH, Bob,COMPLETED,,1.0,1,0,0,0,0,1,1,1,17403.69
TXN0100,,ab6c7131eea2f69c58dab4317ba113417172c86d1e959350812f1ca0b4f268a6,laptop,ELECTRONICS,5.0,1842.68,4975.236,46.0,2024-11-20,WEST,Alice,COMPLETED,,0.0,1,0,0,0,1,1,1,1,14796.05
